,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
1948,568210483959836672,neutral,1.0,,,United,,MichaelRConroy,,0,@united ^JT is the ORD to PHL flight at 9:15 PM (CDT) delayed? DM I'm kinda hoping not to be stranded at ORD either.,,2015-02-18 16:48:30-08:00,Wherever. ,Eastern Time (US & Canada)
346,570275153860386816,negative,1.0,Lost Luggage,0.6563,United,,Joestudent11,,0,@united just flew to #TelAviv paid $100 from a third suitcase which didn't even make it on the plane! Besides for the impolite service...,,2015-02-24 09:32:46-08:00,"Jerusalem, Israel",Jerusalem
3144,568539290344402944,negative,1.0,Can't Tell,1.0,Southwest,,TheeSamSanders,,0,@SouthwestAir might be the worst airline ever,,2015-02-19 14:35:04-08:00,On It,Quito
6695,570123872168574976,negative,1.0,Customer Service Issue,1.0,American,,mycreativespark,,0,"@AmericanAir will not help us on the phone, at the gate or in checkin. I book travel for clients and cannot believe the lack of service",,2015-02-23 23:31:38-08:00,Ohio,Quito
659,569902219602100225,neutral,0.6559,,,United,,Lincoln_Arms,,0,@united follow back and I'll give you the details.,,2015-02-23 08:50:52-08:00,"Bardstown, KY",Eastern Time (US & Canada)
83,569609971383586817,negative,1.0,Cancelled Flight,1.0,Virgin America,,mlorenzen,,0,"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :(",,2015-02-22 13:29:34-08:00,"iPhone: 29.741360,-90.131523",Pacific Time (US & Canada)
3449,567886632155680770,positive,1.0,,,Southwest,,brookem,,1,"@SouthwestAir - total win!! Happy 7th bday on intercom, chocoLate Flight kisses, and a chance to hand out snacks.Thank you. http://t.co/NKloZcNtto",,2015-02-17 19:21:38-08:00,Dallas,London
4161,569473231498964992,neutral,1.0,,,Delta,,yoyijr,,0,@Jetblue I'm so sorry I cheated on you with @Delta @DeltaAssist. Please take me back. I wore protection.,,2015-02-22 04:26:13-08:00,NYC,Eastern Time (US & Canada)
6079,568162091175182336,negative,0.6344,Can't Tell,0.3333,US Airways,,TroyTrudel,,0,"@USAirways us2118
My wife in Boston says no snow right now.",,2015-02-18 13:36:13-08:00,"ÜT: 42.798909,-71.542817",Central Time (US & Canada)
6864,569998120999759872,positive,0.6826,,0.0,American,,EarlGrice,,0,@AmericanAir Thanks to AA for the upgrade today and getting me on a new flight after my first one was Cancelled Flightled!,,2015-02-23 15:11:56-08:00,Lee's Summit,Central Time (US & Canada)
1315,569130479690981376,negative,1.0,Customer Service Issue,0.6758,United,,DiqM,,0,"@united web app won't let me upgrade seats, call center wait time is 20 minutes plus, just want to get more legroom but it's a pita",,2015-02-21 05:44:14-08:00,here,Mountain Time (US & Canada)
5461,569535527227150336,negative,1.0,Customer Service Issue,0.6987,US Airways,,lincord88,,0,@USAirways your service sucks.,,2015-02-22 08:33:45-08:00,"Washington, DC",Eastern Time (US & Canada)
579,569956446487642112,positive,0.643,,0.0,United,,jbuhl35,,0,@united flight 1491...plane from SFO to DEN is basically on time.,,2015-02-23 12:26:20-08:00,"Washington, DC",Atlantic Time (Canada)
775,569734065697353729,negative,1.0,Cancelled Flight,1.0,United,,teamcrafty,,0,@united I'm desperately trying to understand how my girlfriend is being treated with this Cancelled Flightled/delayed flight.  #unacceptable #ORD,,2015-02-22 21:42:41-08:00,Grand Rapids,Quito
5096,569984789798899712,positive,1.0,,,US Airways,,FahadHassan,,0,@USAirways THANK YOU for resolving the issue. On direct flight to sfo from @united,,2015-02-23 14:18:58-08:00,Washington D.C.,Eastern Time (US & Canada)
156,569022319437357056,negative,1.0,Damaged Luggage,1.0,Virgin America,,khartline,,0,@VirginAmerica luggage was severely dented/missing wheel coming off baggage claim in SAN. Luggage agent Miranda (I think) wasn't any help.,,2015-02-20 22:34:27-08:00,Las Vegas,Pacific Time (US & Canada)
4681,568186002759671808,negative,1.0,Damaged Luggage,0.35,Delta,,edgarsantana,,0,@JetBlue so why do you put this at the bottom of ur baggage report? For fun? #JetBlue @airlinequality #skytrax http://t.co/tU9JX2jaZN,,2015-02-18 15:11:14-08:00,"ÜT: 40.96513,-73.872957",Eastern Time (US & Canada)
3854,569938845111848961,neutral,0.6495,,0.0,Delta,,twiterston,,0,Please explain …….. “@JetBlue: Our fleet's on fleek. http://t.co/vOsIzh17sl”,,2015-02-23 11:16:24-08:00,1 of the 50,Central Time (US & Canada)
2211,567822613608718336,negative,0.6782,Late Flight,0.3678,United,,cslhilo,,0,@United I'm hoping we don't miss our LAX - ITO connection. Not looking forward to being stuck at LAX overnight with our team....AGAIN!,,2015-02-17 15:07:15-08:00,"Hilo, HI",Hawaii
1253,569228707203837952,negative,0.6729,Bad Flight,0.6729,United,,jaycalavas,,0,"@united troubling news, time to raise the bar on legroom! http://t.co/nmbHNGnMkI",,2015-02-21 12:14:34-08:00,"ÜT: 39.768182,-86.167261",Pacific Time (US & Canada)
5808,568861899435016192,positive,1.0,,,US Airways,,SkyDiverChad,,0,@USAirways - Check-in staff at PHX are awesome! Great traffic control for general boarding.,,2015-02-20 11:57:00-08:00,"Phoenix, AZ",Arizona
1276,569209543533699072,negative,1.0,Customer Service Issue,1.0,United,,Andrewc11776,,0,"@united Great!  I'm guessing you were Late Flight to open, service is horrible, you're overcharging, and don't care that everyone is miserable.",,2015-02-21 10:58:25-08:00,NJ,Eastern Time (US & Canada)
7109,569875419412828161,neutral,0.7124,,0.0,American,,TejasGooner,,0,@AmericanAir how are the runways at DFW? Will you be flying Late Flightr today? Thanks.,,2015-02-23 07:04:22-08:00,The Republic of Texas,Central Time (US & Canada)
602,569936062039986176,negative,1.0,Late Flight,1.0,United,,CowboyPharmD,,0,@united I wasn't asking for a full refund but delaying me 3 hours and giving no reason should be enough to give partial credit,,2015-02-23 11:05:20-08:00,Wherever I want to be ,Pacific Time (US & Canada)
760,569767266075742208,neutral,1.0,,,United,,KennedyJonesTHO,,0,@united can you help me add my KTN to this reservation PLZ?,,2015-02-22 23:54:36-08:00,Los Angeles,Arizona
6913,569975126659342336,negative,1.0,Customer Service Issue,0.6704,American,,evlev1,,0,@AmericanAir there's an employee at gate 45 of JFK telling people their bag doesn't fit and needs to be checked when it clearly fits #AA291,,2015-02-23 13:40:34-08:00,CHI/ATX,Central Time (US & Canada)
6023,568272139075387392,negative,1.0,Customer Service Issue,0.3621,US Airways,,jennieeng,,0,@USAirways Unfortunately I doubt that the consistently subpar service will improve with the @AmericanAir merger. #USAirways,,2015-02-18 20:53:30-08:00,I'm a 917 girl.,Eastern Time (US & Canada)
6043,568230023251042304,negative,1.0,Late Flight,1.0,US Airways,,dream_weaver96,,0,@USAirways delays to the max,"[35.22476994, -80.93932077]",2015-02-18 18:06:09-08:00,Murfreesboro- Memphis  ,Central Time (US & Canada)
7292,569706873525391360,negative,1.0,Late Flight,0.7059,American,,monumentsinking,,0,.@AmericanAir Flight 654 Delayed / Flight 409 You sold my seat / flight 0671 strand me in PHX for three hours. Thanks for the memories 😡😤😖😲😩,,2015-02-22 19:54:37-08:00,PDX JFK SFO BDL,Pacific Time (US & Canada)
4362,568897720410374145,negative,1.0,Late Flight,1.0,Delta,,timmybicicleta,,0,@JetBlue flight 691 from bos to Tampa takeoff 40 min Late Flight,,2015-02-20 14:19:20-08:00,Boston,Atlantic Time (Canada)
5598,569343970360348672,negative,1.0,Customer Service Issue,0.6916,US Airways,,realmattberry,,0,@USAirways @AmericanAir how do I get thru on hold over 3 hours ?,,2015-02-21 19:52:35-08:00,NYC,Eastern Time (US & Canada)
2660,569586098772578304,negative,0.6822,Bad Flight,0.3485,Southwest,,TacoDangerous,,0,@SouthwestAir Boooo!!!!!!   Don't be like the other airlines!!  http://t.co/WHAGPknnLF,,2015-02-22 11:54:43-08:00,"Two Guns, Arizona",Central Time (US & Canada)
2490,569970729237782528,neutral,1.0,,,Southwest,,djwrapcity,,0,@SouthwestAir Is it possible to add companion to only the 2nd leg of a trip?,,2015-02-23 13:23:06-08:00,Chicago,Central Time (US & Canada)
5782,568912678917271552,negative,1.0,Can't Tell,1.0,US Airways,,LonniebetCh,,0,@USAirways you suck and you ruined my day. And my vacation isn't even until June.,,2015-02-20 15:18:47-08:00,philadelphia,Quito
1822,568435938264625152,neutral,1.0,,,United,,PAFCAUAL,,3,"@united is hiring - Flight Dispatcher - Chicago, IL (Network Operations Centerl) https://t.co/lio6oCpTEQ",,2015-02-19 07:44:23-08:00,"Chicago, IL",Central Time (US & Canada)
4343,568927427847544833,negative,1.0,Lost Luggage,1.0,Delta,,KTrerotola,,0,@JetBlue can you ask SLC checkin/bag drop if they found a dark blue/blackish fit bit flex? Would've lost it there around 445pm MT,,2015-02-20 16:17:23-08:00,"Boston, MA",Eastern Time (US & Canada)
5161,569905936980185088,negative,1.0,Customer Service Issue,0.6736,US Airways,,daknadler,,1,@USAirways : You Make the Reservation; We'll Make the Excuses! #usairwaysfail,,2015-02-23 09:05:38-08:00,Jacksonville,Eastern Time (US & Canada)
5646,569273247252008961,negative,1.0,Cancelled Flight,1.0,US Airways,,WAWStewart,,0,"@USAirways flt last nght Cancelled Flighted-mech.probs, flt this am Cancelled Flighted-snow, finally on a flt home. 1st cls empty &amp; they won't let me sit there",,2015-02-21 15:11:33-08:00,Pennsylvania,Eastern Time (US & Canada)
7008,569932216966516736,negative,1.0,Lost Luggage,0.6685,American,,schwartz2max,,0,@AmericanAir I don't like making a scene but this hasn't been addressed properly. Please have them do that.,,2015-02-23 10:50:04-08:00,"Brooklyn, NY",Eastern Time (US & Canada)
3013,568856987632603136,positive,1.0,,,Southwest,,christina_kuo,,0,"@SouthwestAir you guys rock! So easy, quick, and affordable to change my flight. #bestairlineever #neverchange",,2015-02-20 11:37:29-08:00,"Washington, DC",Eastern Time (US & Canada)
7716,569598991463268352,negative,0.7257,Flight Attendant Complaints,0.3919,American,,otisday,,0,@AmericanAir @yvonneokaka When do I get my personal response and apology for your crew's having forgotten to load baggage onto my flight?,,2015-02-22 12:45:56-08:00,Pekin,Eastern Time (US & Canada)
1044,569491456173477889,negative,1.0,Cancelled Flight,1.0,United,,PubliusTX,,0,"@united no, ua 6 finally Cancelled Flighted after hrs of delay. The replacement flight leaves Late FlightR than this one was scheduled tomorrow. Not cool.",,2015-02-22 05:38:38-08:00,"Houston, TX",Central Time (US & Canada)
238,568458513636134913,negative,1.0,Customer Service Issue,1.0,Virgin America,,Matthewbenz,,0,@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!,,2015-02-19 09:14:05-08:00,San Francisco,Pacific Time (US & Canada)
2730,569332442194178049,negative,1.0,Cancelled Flight,1.0,Southwest,,Tom_Fili,,2,@SouthwestAir Cancelled Flightled all flights Fort Lauderdale to Philly. USAir flights got to Philly with no problem. WTF is wrong with SW @USAirways,,2015-02-21 19:06:46-08:00,"Havertown, Pa.",Eastern Time (US & Canada)
2838,569208317408514048,negative,0.6737,Customer Service Issue,0.6737,Southwest,,RCAther10,,0,@SouthwestAir I am trying to change a ticket for travel on Monday that cannot be changed online. Anyway faster than waiting on hold? #anhour,,2015-02-21 10:53:32-08:00,"Littleton, CO",Mountain Time (US & Canada)
796,569710389757419520,negative,1.0,Lost Luggage,1.0,United,,crsmoore,,1,@united - Going on 3 days (tomorrow) and I still haven't received my bag from my flight to Toronto. Would love to see some seriousness here.,,2015-02-22 20:08:36-08:00,USA / The World,Eastern Time (US & Canada)
4201,569312396097003520,positive,1.0,,,Delta,,SusetteAG,,0,@JetBlue thanks for a speedy flight time recovery.,,2015-02-21 17:47:07-08:00,"Miami/Ft. Lauderdale, FL",Eastern Time (US & Canada)
1777,568503887113498625,neutral,0.6473,,0.0,United,,blake_music,,0,@united it's cool. I didn't need to go to work today. Or get home to make sure my house is ok in the -30 wind chill.,,2015-02-19 12:14:23-08:00,Fort Wayne,Quito
3824,569948131397410816,neutral,0.6827,,,Delta,,_LadyCEO_,,0,“@JetBlue: Our fleet's on fleek. http://t.co/gHJBp5Gg67” why,,2015-02-23 11:53:18-08:00,FL Girl ✈️ DC Livin,Central Time (US & Canada)
84,569608328998887424,negative,0.679,Flight Booking Problems,0.3684,Virgin America,,Tyler_Starrine,,0,@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.,,2015-02-22 13:23:03-08:00,Los Angeles,Pacific Time (US & Canada)
3966,569718205524127745,positive,1.0,,,Delta,,cwolicki,,0,@JetBlue thank you for getting me home. And despite all odds I have reunited with my delinquent Southwest luggage. Now homeward,,2015-02-22 20:39:39-08:00,Boston,Eastern Time (US & Canada)
5335,569634364780351488,positive,1.0,,,US Airways,,nanceebing,,0,@USAirways please keep Emily at you gso airport ticketing on staff she is amazing,,2015-02-22 15:06:30-08:00,south beach/ LA / NC,Eastern Time (US & Canada)
4121,569534889055395841,negative,1.0,Customer Service Issue,0.6733,Delta,,jackburke,,0,@JetBlue u guys have 2b kidding. No help anywhere. 5 hour delays? Still no answers. Bad cust service. #idlovetoask http://t.co/DPX3yoGTEj,,2015-02-22 08:31:13-08:00,austin,Eastern Time (US & Canada)
766,569747668232065024,negative,1.0,Flight Attendant Complaints,0.6531,United,,wsachs,,0,@united checked me in through security under the wrong name and given the wrong boarding pass. #AirlineSecurity,,2015-02-22 22:36:44-08:00,New York/New Jersey depends on,Eastern Time (US & Canada)
7391,569677478077136897,negative,1.0,Damaged Luggage,0.3734,American,,CineDrones,,0,@AmericanAir it shouldn't happen but did and has put us and our gear in jeopardy. What steps do you take to protect customers if their items,,2015-02-22 17:57:49-08:00,"Orlando, FL ",Eastern Time (US & Canada)
5773,568930740127326209,negative,1.0,Customer Service Issue,1.0,US Airways,,Shapperdacapper,,0,@USAirways I know some folks have to use your airlines but doesn't customer service ever matter? I really hate to complain but it's brutal!,,2015-02-20 16:30:33-08:00,"Denver, Colorado",Mountain Time (US & Canada)
2931,568951064688373760,positive,1.0,,,Southwest,,d4nigirl,,0,@SouthwestAir thanks for an awesome flight and connection! We were delayed but your staff and crew were purely amazing!,"[40.77512287, -73.86982237]",2015-02-20 17:51:19-08:00,"Douglaston, NY",Atlantic Time (Canada)
4605,568416305101070336,negative,1.0,Late Flight,1.0,Delta,,kbosspotter,,0,@JetBlue is flight 51 on 4/24/15 moved back? When I booked it said we arrive 11:31 but now it says 12:08 😢,,2015-02-19 06:26:22-08:00,Logan International Airport,Atlantic Time (Canada)
5925,568569972529745920,negative,1.0,Late Flight,1.0,US Airways,,susanhouk,,0,"@USAirways flight 1777 has been waiting for 30 minutes at RSW waiting for weight balance clearance. Come on, let us leave!",,2015-02-19 16:36:59-08:00,"Vienna, VA",Eastern Time (US & Canada)
4890,567772770604298240,positive,0.6591,,,Delta,,LyndsaySignor,,0,@JetBlue Great thanks,,2015-02-17 11:49:11-08:00,New York City,Quito
3357,568093988516802560,positive,0.7072,,,Southwest,,kirkwoodtiger,,0,“@SouthwestAir: @kirkwoodtiger Hmmm... how does the Caribbean sound? https://t.co/AAY5avg99b ^LD” WARM THANKS!,,2015-02-18 09:05:36-08:00,Kirkwood Missouri,Central Time (US & Canada)
3169,568495601471647745,neutral,1.0,,,Southwest,,ravulapati,,0,@SouthwestAir 4467 and 152 on 2/25 and 503 and 25 on 2/26th.,,2015-02-19 11:41:28-08:00,"Round Rock, TX",Hawaii
4541,568510973469855745,positive,0.3563,,0.0,Delta,,cflanagan,,1,".@JetBlue Wish you would make Austin, TX a hub. Missing you as my “only” airline for all my biz travel since I moved from BOS. :(",,2015-02-19 12:42:33-08:00,"ÜT: 48.837756,2.320214",Eastern Time (US & Canada)
3007,568862460519813120,negative,1.0,Late Flight,0.6787,Southwest,,SantowDan,,0,"@SouthwestAir Was going for the weekend for friend's birthday, so no point in reFlight Booking Problems.",,2015-02-20 11:59:14-08:00,Chicago,Mountain Time (US & Canada)
6374,570288809532891137,negative,1.0,Customer Service Issue,1.0,American,,jkordyback,,0,@AmericanAir “Inconvenient” is such a convenient word.,,2015-02-24 10:27:02-08:00,"North Saanich, BC",Pacific Time (US & Canada)
7175,569837686367744000,negative,0.6678,Customer Service Issue,0.3518,American,,Precious_Here,,0,"@AmericanAir Last thing I want to deal w/ before 8 on a Mon! I've already waited the suggested wait time, so I hope I get a call back ASAP.",,2015-02-23 04:34:26-08:00,Indianapolis ,Central Time (US & Canada)
